1	-3.31263841
2	-2.732693649
3	-2.13702607
4	-1.525727617
5	-0.898890233
6	-0.256605861
7	0.401033554
8	1.073936071
9	1.762009745
10	2.465162633
11	3.183302791
12	3.916338277
13	4.664177147
14	5.426727457
15	6.203897264
16	6.995594625
17	7.801727597
18	8.622204235
19	9.456932597
20	10.30582074
21	11.16877672
22	12.04570859
23	12.93652441
24	13.84113224
25	14.75944013
26	15.69135615
27	16.63678834
28	17.59564476
29	18.56783347
30	19.55326253
31	20.55183999
32	21.56347391
33	22.58807235
34	23.62554336
35	24.675795
36	25.73873532
37	26.81427239
38	27.90231426
39	29.00276898
40	30.11554462
41	31.24054923
42	32.37769086
43	33.52687757
44	34.68801742
45	35.86101847
46	37.04578877
47	38.24223638
48	39.45026936
49	40.66979576
50	41.90072363
51	43.14296104
52	44.39641605
53	45.6609967
54	46.93661106
55	48.22316718
56	49.52057312
57	50.82873693
58	52.14756667
59	53.47697041
60	54.81685619
61	56.16713207
62	57.5277061
63	58.89848636
64	60.27938088
65	61.67029773
66	63.07114497
67	64.48183065
68	65.90226283
69	67.33234956
70	68.7719989
71	70.22111891
72	71.67967894
73	73.14767897
74	74.62511901
75	76.11199905
76	77.60831911
77	79.11407917
78	80.62927925
79	82.15391933
80	83.68799942
81	85.23151952
82	86.78447963
83	88.34687974
84	89.91871987
85	91.5
86	93.09604504
87	94.70147888
88	96.31625034
89	97.94030819
90	99.57360126
91	101.2160783
92	102.8676882
93	104.5283797
94	106.1981015
95	107.8768026
96	109.5644317
97	111.2609376
98	112.966269
99	114.6803749
100	116.403204
101	118.134705
102	119.8748269
103	121.6235183
104	123.3807281
105	125.1464052
106	126.9204982
107	128.702956
108	130.4937274
109	132.2927611
110	134.1000061
111	135.9134141
112	137.73495
113	139.5645819
114	141.4022778
115	143.2480057
116	145.1017336
117	146.9634295
118	148.8330614
119	150.7105973
120	152.5960051
121	154.489253
122	156.3903088
123	158.2991407
124	160.2157165
125	162.1400044
126	164.0719722
127	166.0115881
128	167.95882
129	169.9136358
130	171.8760037
131	173.8458915
132	175.8232674
133	177.8080993
134	179.8003552
135	181.8000031
136	183.8056799
137	185.8186975
138	187.8390368
139	189.8666784
140	191.9016033
141	193.9437921
142	195.9932258
143	198.0498851
144	200.1137508
145	202.1848037
146	204.2630246
147	206.3483943
148	208.4408937
149	210.5405034
150	212.6472044
151	214.7609773
152	216.8818031
153	219.0096624
154	221.1445362
155	223.2864052
156	225.4352501
157	227.5910519
158	229.7537913
159	231.9234491
160	234.1000061
161	236.2827777
162	238.4724164
163	240.6689096
164	242.8722444
165	245.082408
166	247.2993875
167	249.5231703
168	251.7537434
169	253.9910942
170	256.2352097
171	258.4860772
172	260.7436839
173	263.008017
174	265.2790637
175	267.5568112
176	269.8412466
177	272.1323572
178	274.4301302
179	276.7345527
180	279.0456121
181	281.3632954
182	283.6875898
183	286.0184827
184	288.3559611
185	290.7000122
186	293.0506228
187	295.4077806
188	297.7714727
189	300.1416865
190	302.5184089
191	304.9016274
192	307.291329
193	309.6875011
194	312.0901307
195	314.4992051
196	316.9147115
197	319.3366371
198	321.764969
199	324.1996946
200	326.640801
201	329.0882754
202	331.542105
203	334.0022771
204	336.4687787
205	338.9415972
206	341.4207197
207	343.9061334
208	346.3978255
209	348.8957833
210	351.3999939
211	353.9091139
212	356.4244739
213	358.9460739
214	361.473914
215	364.0079941
216	366.5483143
217	369.0948745
218	371.6476747
219	374.2067149
220	376.7719951
221	379.3435154
222	381.9212757
223	384.505276
224	387.0955163
225	389.6919966
